Date,Hour,PJM_Load

10/04/00,300,22162
10/04/00,400,21789

10/04/00,500,21937

10/04/00,600,23514

10/04/00,700,27242

10/04/00,800,29595

10/04/00,900,30460

10/04/00,1000,31143

10/04/00,1100,32090

10/04/00,1200,32601

10/04/00,1300,33128

10/04/00,1400,34027

10/04/00,1500,34683

10/04/00,1600,35064

10/04/00,1700,35359

10/04/00,1800,34974

10/04/00,1900,34875

10/04/00,2000,35917

10/04/00,2100,34732

10/04/00,2200,32641

10/04/00,2300,29807

10/04/00,2400,27074

10/03/00,100,22635

10/03/00,200,21692

10/03/00,300,21098

10/03/00,400,20814

10/03/00,500,21237

10/03/00,600,22886

10/03/00,700,26852

10/03/00,800,29075

10/03/00,900,29936

10/03/00,1000,30812

10/03/00,1100,32071
10/03/00,1200,32833

10/03/00,1300,33163

10/03/00,1400,33903

10/03/00,1500,34276

10/03/00,1600,34397

10/03/00,1700,34326

10/03/00,1800,33912

10/03/00,1900,33606

10/03/00,2000,34964

10/03/00,2100,34280

10/03/00,2200,32235

10/03/00,2300,29076

10/03/00,2400,26428

10/02/00,100,21300

10/02/00,200,20450

10/02/00,300,20062

10/02/00,400,19985

10/02/00,500,20391

10/02/00,600,22192

10/02/00,700,25973

10/02/00,800,28516

10/02/00,900,29542

10/02/00,1000,30052

10/02/00,1100,30780
10/02/00,1200,31163

10/02/00,1300,31503

10/02/00,1400,31874

10/02/00,1500,31854

10/02/00,1600,31860

10/02/00,1700,31843

10/02/00,1800,31495

10/02/00,1900,31196

10/02/00,2000,32536

10/02/00,2100,31786

10/02/00,2200,30030

10/02/00,2300,27283

10/02/00,2400,24607

10/01/00,100,21175

10/01/00,200,20299

10/01/00,300,19544

10/01/00,400,19212

10/01/00,500,19080

10/01/00,600,19479

10/01/00,700,20138

10/01/00,800,20966

10/01/00,900,22668

10/01/00,1000,24290

10/01/00,1100,24895

10/01/00,1200,25221

10/01/00,1300,25258

10/01/00,1400,25358

10/01/00,1500,25050

10/01/00,1600,24960

10/01/00,1700,25252

10/01/00,1800,25568

10/01/00,1900,26173

10/01/00,2000,28294

10/01/00,2100,28205

10/01/00,2200,26847

10/01/00,2300,24899

10/01/00,2400,22954

09/30/00,100,22414

09/30/00,200,21287

09/30/00,300,20764

09/30/00,400,20462

09/30/00,500,20521

09/30/00,600,21175

09/30/00,700,21973

09/30/00,800,23541

09/30/00,900,25472

09/30/00,1000,26652

09/30/00,1100,26978

09/30/00,1200,26886

09/30/00,1300,26520

09/30/00,1400,26028

09/30/00,1500,25700

09/30/00,1600,25453

09/30/00,1700,25518

09/30/00,1800,25630

09/30/00,1900,25738

09/30/00,2000,27463

09/30/00,2100,27216

09/30/00,2200,26206

09/30/00,2300,24690

09/30/00,2400,22803

09/29/00,100,22733

09/29/00,200,21745

09/29/00,300,21282

09/29/00,400,21145

09/29/00,500,21584

09/29/00,600,23186

09/29/00,700,26954
09/29/00,800,29259
09/29/00,900,30159
09/29/00,1000,30380
09/29/00,1100,30599
09/29/00,1200,30523
09/29/00,1300,30130
09/29/00,1400,30119
09/29/00,1500,29948
09/29/00,1600,29547
09/29/00,1700,29222
09/29/00,1800,28944
09/29/00,1900,28564
09/29/00,2000,30000
09/29/00,2100,29466
09/29/00,2200,28128
09/29/00,2300,26290
09/29/00,2400,24279
09/28/00,100,22559
09/28/00,200,21625
09/28/00,300,21118
09/28/00,400,20898
09/28/00,500,21267
09/28/00,600,23023
09/28/00,700,26914
09/28/00,800,29112
09/28/00,900,29933
09/28/00,1000,30500
09/28/00,1100,31113
09/28/00,1200,31414
09/28/00,1300,31403
09/28/00,1400,31458
09/28/00,1500,31286
09/28/00,1600,30936
09/28/00,1700,30697
09/28/00,1800,30508
09/28/00,1900,30442
09/28/00,2000,32015
09/28/00,2100,31676
09/28/00,2200,30081
09/28/00,2300,27359
09/28/00,2400,24740
09/27/00,100,22950
09/27/00,200,22018
09/27/00,300,21528
09/27/00,400,21369
09/27/00,500,21706
09/27/00,600,23481
09/27/00,700,27569
09/27/00,800,29567
09/27/00,900,30050
09/27/00,1000,30584
09/27/00,1100,30884
09/27/00,1200,30929
09/27/00,1300,30788
09/27/00,1400,30959
09/27/00,1500,30929
09/27/00,1600,30903
09/27/00,1700,30791
09/27/00,1800,30601
09/27/00,1900,30454
09/27/00,2000,31803
09/27/00,2100,31673
09/27/00,2200,30144
09/27/00,2300,27295
09/27/00,2400,24567
09/26/00,100,22709
09/26/00,200,21516
09/26/00,300,21078
09/26/00,400,20884
09/26/00,500,21242
09/26/00,600,22895
09/26/00,700,26904
09/26/00,800,29403
09/26/00,900,29945
09/26/00,1000,30568
09/26/00,1100,31027
09/26/00,1200,31213
09/26/00,1300,31070
09/26/00,1400,30977
09/26/00,1500,30732
09/26/00,1600,30507
09/26/00,1700,30560
09/26/00,1800,30756
09/26/00,1900,31059
09/26/00,2000,32203
09/26/00,2100,31707
09/26/00,2200,30193
09/26/00,2300,27425
09/26/00,2400,24814
09/25/00,100,22340
09/25/00,200,21272
09/25/00,300,20645
09/25/00,400,20535
09/25/00,500,20856
09/25/00,600,22506
09/25/00,700,26315
09/25/00,800,28847
09/25/00,900,29651
09/25/00,1000,30290
09/25/00,1100,30785
09/25/00,1200,30958
09/25/00,1300,30795
09/25/00,1400,30834
09/25/00,1500,30564
09/25/00,1600,30477
09/25/00,1700,30663
09/25/00,1800,31019
09/25/00,1900,31373
09/25/00,2000,32170
09/25/00,2100,31493
09/25/00,2200,29735
09/25/00,2300,27154
09/25/00,2400,24478
09/24/00,100,22998
09/24/00,200,21917
09/24/00,300,21228
09/24/00,400,20790
09/24/00,500,20634
09/24/00,600,20907
09/24/00,700,21549
09/24/00,800,22303
09/24/00,900,24398
09/24/00,1000,26320
09/24/00,1100,27521
09/24/00,1200,28505
09/24/00,1300,29090
09/24/00,1400,29360
09/24/00,1500,29464
09/24/00,1600,29556
09/24/00,1700,29568
09/24/00,1800,29657
09/24/00,1900,29589
09/24/00,2000,30584
09/24/00,2100,30366
09/24/00,2200,28822
09/24/00,2300,26627
09/24/00,2400,24273
09/23/00,100,22724
09/23/00,200,21550
09/23/00,300,20880
09/23/00,400,20479
09/23/00,500,20467
09/23/00,600,20987
09/23/00,700,22233
09/23/00,800,23700
09/23/00,900,25812
09/23/00,1000,27560
09/23/00,1100,28446
09/23/00,1200,28634
09/23/00,1300,28439
09/23/00,1400,28103
09/23/00,1500,27764
09/23/00,1600,27544
09/23/00,1700,27742
09/23/00,1800,27959
09/23/00,1900,28340
09/23/00,2000,29403
09/23/00,2100,29339
09/23/00,2200,28250
09/23/00,2300,26738
09/23/00,2400,24882
09/22/00,100,23532
09/22/00,200,22376
09/22/00,300,21575
09/22/00,400,21186
09/22/00,500,21467
09/22/00,600,23023
09/22/00,700,26489
09/22/00,800,28765
09/22/00,900,29903
09/22/00,1000,30790
09/22/00,1100,31467
09/22/00,1200,31638
09/22/00,1300,31770
09/22/00,1400,32046
09/22/00,1500,32074
09/22/00,1600,32087
09/22/00,1700,31932
09/22/00,1800,31311
09/22/00,1900,30436
09/22/00,2000,31248
09/22/00,2100,30733
09/22/00,2200,29191
09/22/00,2300,27109
09/22/00,2400,24689
09/21/00,100,26634
09/21/00,200,25492
09/21/00,300,24548
09/21/00,400,24212
09/21/00,500,24398
09/21/00,600,26159
09/21/00,700,29790
09/21/00,800,32250
09/21/00,900,33012
09/21/00,1000,33546
09/21/00,1100,34257
09/21/00,1200,34610
09/21/00,1300,34931
09/21/00,1400,35251
09/21/00,1500,35520
09/21/00,1600,35226
09/21/00,1700,35159
09/21/00,1800,34293
09/21/00,1900,33177
09/21/00,2000,33634
09/21/00,2100,33434
09/21/00,2200,31186
09/21/00,2300,28326
09/21/00,2400,25533
09/20/00,100,24135
09/20/00,200,22877
09/20/00,300,22207
09/20/00,400,21953
09/20/00,500,22206
09/20/00,600,23874
09/20/00,700,27683
09/20/00,800,29934
09/20/00,900,31125
09/20/00,1000,32390
09/20/00,1100,33633
09/20/00,1200,34507
09/20/00,1300,35274
09/20/00,1400,36472
09/20/00,1500,37257
09/20/00,1600,37768
09/20/00,1700,38166
09/20/00,1800,38127
09/20/00,1900,37023
09/20/00,2000,37813
09/20/00,2100,37500
09/20/00,2200,35500
09/20/00,2300,32427
09/20/00,2400,29253
09/19/00,100,23693
09/19/00,200,22628
09/19/00,300,21934
09/19/00,400,21716
09/19/00,500,22050
09/19/00,600,23622
09/19/00,700,27642
09/19/00,800,30192
09/19/00,900,31335
09/19/00,1000,32110
09/19/00,1100,32773
09/19/00,1200,33245
09/19/00,1300,33269
09/19/00,1400,33387
09/19/00,1500,33453
09/19/00,1600,33532
09/19/00,1700,33579
09/19/00,1800,33616
09/19/00,1900,33276
09/19/00,2000,33914
09/19/00,2100,33426
09/19/00,2200,31565
09/19/00,2300,28705
09/19/00,2400,26137
09/18/00,100,21438
09/18/00,200,20565
09/18/00,300,20318
09/18/00,400,20135
09/18/00,500,20589
09/18/00,600,22340
09/18/00,700,26072
09/18/00,800,28265
09/18/00,900,29621
09/18/00,1000,30793
09/18/00,1100,31797
09/18/00,1200,32206
09/18/00,1300,32336
09/18/00,1400,32888
09/18/00,1500,33023
09/18/00,1600,32913
09/18/00,1700,32778
09/18/00,1800,32447
09/18/00,1900,31840
09/18/00,2000,33085
09/18/00,2100,33216
09/18/00,2200,31251
09/18/00,2300,28270
09/18/00,2400,25581
09/17/00,100,21256
09/17/00,200,20112
09/17/00,300,19573
09/17/00,400,19138
09/17/00,500,19021
09/17/00,600,19274
09/17/00,700,19853
09/17/00,800,20510
09/17/00,900,22465
09/17/00,1000,23988
09/17/00,1100,24862
09/17/00,1200,25399
09/17/00,1300,25581
09/17/00,1400,25509
09/17/00,1500,25467
09/17/00,1600,25499
09/17/00,1700,25744
09/17/00,1800,26044
09/17/00,1900,26122
09/17/00,2000,27641
09/17/00,2100,28453
09/17/00,2200,27139
09/17/00,2300,25278
09/17/00,2400,23040
09/16/00,100,23049
09/16/00,200,21715
09/16/00,300,20850
09/16/00,400,20396
09/16/00,500,20371
09/16/00,600,20833
09/16/00,700,21838
09/16/00,800,22819
09/16/00,900,24927
09/16/00,1000,26726
09/16/00,1100,27533
09/16/00,1200,27622
09/16/00,1300,27276
09/16/00,1400,26893
09/16/00,1500,26419
09/16/00,1600,26191
09/16/00,1700,26099
09/16/00,1800,26152
09/16/00,1900,25930
09/16/00,2000,26940
09/16/00,2100,27361
09/16/00,2200,26382
09/16/00,2300,24804
09/16/00,2400,22940
09/15/00,100,26827
09/15/00,200,25271
09/15/00,300,24354
09/15/00,400,24189
09/15/00,500,24297
09/15/00,600,25760
09/15/00,700,29342
09/15/00,800,31911
09/15/00,900,32930
09/15/00,1000,33535
09/15/00,1100,34123
09/15/00,1200,34520
09/15/00,1300,34592
09/15/00,1400,34743
09/15/00,1500,34619
09/15/00,1600,34353
09/15/00,1700,33901
09/15/00,1800,32910
09/15/00,1900,31543
09/15/00,2000,31429
09/15/00,2100,31146
09/15/00,2200,29697
09/15/00,2300,27403
09/15/00,2400,24996
09/14/00,100,25458
09/14/00,200,24074
09/14/00,300,23165
09/14/00,400,22716
09/14/00,500,22909
09/14/00,600,24519
09/14/00,700,27964
09/14/00,800,29958
09/14/00,900,31300
09/14/00,1000,32665
09/14/00,1100,34062
09/14/00,1200,35000
09/14/00,1300,35683
09/14/00,1400,36435
09/14/00,1500,37121
09/14/00,1600,37402
09/14/00,1700,37632
09/14/00,1800,37144
09/14/00,1900,36133
09/14/00,2000,36729
09/14/00,2100,36697
09/14/00,2200,34956
09/14/00,2300,31926
09/14/00,2400,28772
09/13/00,100,29499
09/13/00,200,28006
09/13/00,300,27165
09/13/00,400,26540
09/13/00,500,26660
09/13/00,600,28236
09/13/00,700,32090
09/13/00,800,34582
09/13/00,900,35878
09/13/00,1000,36980
09/13/00,1100,37841
09/13/00,1200,38890
09/13/00,1300,39410
09/13/00,1400,40067
09/13/00,1500,40215
09/13/00,1600,40696
09/13/00,1700,40771
09/13/00,1800,40085
09/13/00,1900,38245
09/13/00,2000,37401
09/13/00,2100,37233
09/13/00,2200,34878
09/13/00,2300,31438
09/13/00,2400,28061
09/12/00,100,27869
09/12/00,200,26447
09/12/00,300,25618
09/12/00,400,25152
09/12/00,500,25399
09/12/00,600,27179
09/12/00,700,30780
09/12/00,800,33470
09/12/00,900,34893
09/12/00,1000,36729
09/12/00,1100,38311
09/12/00,1200,39338
09/12/00,1300,40132
09/12/00,1400,41262
09/12/00,1500,42210
09/12/00,1600,42500
09/12/00,1700,42921
09/12/00,1800,42407
09/12/00,1900,41203
09/12/00,2000,41110
09/12/00,2100,41053
09/12/00,2200,38887
09/12/00,2300,35292
09/12/00,2400,31930
09/11/00,100,26787
09/11/00,200,25211
09/11/00,300,24614
09/11/00,400,24127
09/11/00,500,24477
09/11/00,600,26170
09/11/00,700,29676
09/11/00,800,32160
09/11/00,900,33896
09/11/00,1000,35307
09/11/00,1100,36834
09/11/00,1200,37915
09/11/00,1300,38561
09/11/00,1400,39600
09/11/00,1500,40061
09/11/00,1600,40266
09/11/00,1700,40279
09/11/00,1800,39744
09/11/00,1900,38630
09/11/00,2000,38674
09/11/00,2100,38830
09/11/00,2200,36655
09/11/00,2300,33708
09/11/00,2400,30248
09/10/00,100,26949
09/10/00,200,25167
09/10/00,300,24075
09/10/00,400,23275
09/10/00,500,23769
09/10/00,600,23257
09/10/00,700,23210
09/10/00,800,23862
09/10/00,900,26179
09/10/00,1000,28734
09/10/00,1100,30966
09/10/00,1200,32661
09/10/00,1300,34122
09/10/00,1400,35241
09/10/00,1500,35840
09/10/00,1600,36341
09/10/00,1700,36662
09/10/00,1800,36581
09/10/00,1900,35580
09/10/00,2000,35607
09/10/00,2100,36347
09/10/00,2200,34485
09/10/00,2300,31793
09/10/00,2400,28891
09/09/00,100,24630
09/09/00,200,23467
09/09/00,300,22589
09/09/00,400,22071
09/09/00,500,21915
09/09/00,600,22388
09/09/00,700,23413
09/09/00,800,24675
09/09/00,900,27079
09/09/00,1000,29379
09/09/00,1100,31071
09/09/00,1200,32421
09/09/00,1300,33084
09/09/00,1400,34118
09/09/00,1500,34918
09/09/00,1600,35353
09/09/00,1700,35723
09/09/00,1800,35508
09/09/00,1900,34825
09/09/00,2000,34601
09/09/00,2100,35194
09/09/00,2200,33889
09/09/00,2300,31797
09/09/00,2400,29338
09/08/00,100,23020
09/08/00,200,21908
09/08/00,300,21278
09/08/00,400,21070
09/08/00,500,21385
09/08/00,600,23066
09/08/00,700,26364
09/08/00,800,28663
09/08/00,900,30146
09/08/00,1000,31258
09/08/00,1100,32493
09/08/00,1200,33003
09/08/00,1300,33364
09/08/00,1400,33866
09/08/00,1500,34065
09/08/00,1600,34120
09/08/00,1700,33842
09/08/00,1800,33312
09/08/00,1900,32386
09/08/00,2000,32575
09/08/00,2100,32907
09/08/00,2200,31623
09/08/00,2300,29347
09/08/00,2400,26861
09/07/00,100,22601
09/07/00,200,21561
09/07/00,300,20930
09/07/00,400,20730
09/07/00,500,21114
09/07/00,600,22815
09/07/00,700,26058
09/07/00,800,28322
09/07/00,900,29538
09/07/00,1000,30559
09/07/00,1100,31360
09/07/00,1200,31915
09/07/00,1300,32129
09/07/00,1400,32533
09/07/00,1500,32731
09/07/00,1600,32745
09/07/00,1700,32682
09/07/00,1800,32546
09/07/00,1900,31705
09/07/00,2000,31663
09/07/00,2100,32448
09/07/00,2200,30731
09/07/00,2300,27922
09/07/00,2400,25130
09/06/00,100,22403
09/06/00,200,21373
09/06/00,300,20954
09/06/00,400,20682
09/06/00,500,20920
09/06/00,600,22503
09/06/00,700,25908
09/06/00,800,28087
09/06/00,900,29206
09/06/00,1000,30321
09/06/00,1100,31104
09/06/00,1200,31586
09/06/00,1300,31741
09/06/00,1400,31969
09/06/00,1500,32030
09/06/00,1600,32000
09/06/00,1700,31977
09/06/00,1800,31645
09/06/00,1900,30765
09/06/00,2000,30914
09/06/00,2100,32037
09/06/00,2200,30474
09/06/00,2300,27452
09/06/00,2400,24789
09/05/00,100,24779
09/05/00,200,23140
09/05/00,300,22182
09/05/00,400,21642
09/05/00,500,21716
09/05/00,600,23195
09/05/00,700,26311
09/05/00,800,28340
09/05/00,900,29671
09/05/00,1000,30516
09/05/00,1100,31355
09/05/00,1200,31652
09/05/00,1300,31831
09/05/00,1400,32101
09/05/00,1500,32155
09/05/00,1600,32284
09/05/00,1700,32360
09/05/00,1800,31940
09/05/00,1900,30995
09/05/00,2000,30867
09/05/00,2100,31793
09/05/00,2200,30394
09/05/00,2300,27455
09/05/00,2400,24658
09/04/00,100,28628
09/04/00,200,26777
09/04/00,300,25800
09/04/00,400,25218
09/04/00,500,24927
09/04/00,600,25131
09/04/00,700,25780
09/04/00,800,26258
09/04/00,900,28574
09/04/00,1000,31502
09/04/00,1100,34264
09/04/00,1200,36162
09/04/00,1300,37410
09/04/00,1400,38120
09/04/00,1500,38705
09/04/00,1600,38580
09/04/00,1700,38424
09/04/00,1800,37816
09/04/00,1900,36564
09/04/00,2000,35930
09/04/00,2100,36087
09/04/00,2200,33881
09/04/00,2300,30376
09/04/00,2400,27293
09/03/00,100,30137
09/03/00,200,28372
09/03/00,300,27236
09/03/00,400,26407
09/03/00,500,25928
09/03/00,600,25830
09/03/00,700,26251
09/03/00,800,26907
09/03/00,900,29226
09/03/00,1000,32100
09/03/00,1100,34334
09/03/00,1200,36046
09/03/00,1300,37468
09/03/00,1400,38055
09/03/00,1500,38069
09/03/00,1600,37570
09/03/00,1700,36949
09/03/00,1800,36391
09/03/00,1900,35589
09/03/00,2000,35366
09/03/00,2100,35865
09/03/00,2200,34885
09/03/00,2300,33017
09/03/00,2400,30697
09/02/00,100,31420
09/02/00,200,29535
09/02/00,300,28361
09/02/00,400,27473
09/02/00,500,27127
09/02/00,600,27517
09/02/00,700,28311
09/02/00,800,29254
09/02/00,900,31898
09/02/00,1000,34619
09/02/00,1100,37232
09/02/00,1200,38690
09/02/00,1300,39713
09/02/00,1400,40190
09/02/00,1500,40514
09/02/00,1600,40416
09/02/00,1700,39931
09/02/00,1800,39365
09/02/00,1900,38385
09/02/00,2000,37907
09/02/00,2100,38152
09/02/00,2200,36919
09/02/00,2300,34884
09/02/00,2400,32490
09/01/00,100,31648
09/01/00,200,29895
09/01/00,300,28897
09/01/00,400,28241
09/01/00,500,28343
09/01/00,600,29633
09/01/00,700,32646
09/01/00,800,35220
09/01/00,900,37377
09/01/00,1000,39247
09/01/00,1100,40945
09/01/00,1200,42429
09/01/00,1300,43530
09/01/00,1400,44480
09/01/00,1500,45021
09/01/00,1600,45019
09/01/00,1700,44941
09/01/00,1800,44355
09/01/00,1900,43242
09/01/00,2000,41902
09/01/00,2100,41661
09/01/00,2200,39819
09/01/00,2300,37194
09/01/00,2400,34046
08/31/00,100,29834
08/31/00,200,28017
08/31/00,300,27302
08/31/00,400,26707
08/31/00,500,27010
08/31/00,600,28429
08/31/00,700,31723
08/31/00,800,34311
08/31/00,900,36247
08/31/00,1000,37936
08/31/00,1100,39292
08/31/00,1200,40354
08/31/00,1300,41297
08/31/00,1400,42185
08/31/00,1500,42884
08/31/00,1600,43098
08/31/00,1700,43464
08/31/00,1800,43017
08/31/00,1900,42115
08/31/00,2000,41093
08/31/00,2100,41867
08/31/00,2200,40302
08/31/00,2300,37310
08/31/00,2400,34391
08/30/00,100,27377
08/30/00,200,25999
08/30/00,300,25030
08/30/00,400,24701
08/30/00,500,24837
08/30/00,600,26378
08/30/00,700,29420
08/30/00,800,31735
08/30/00,900,33535
08/30/00,1000,34729
08/30/00,1100,36218
08/30/00,1200,37572
08/30/00,1300,38245
08/30/00,1400,39348
08/30/00,1500,40079
08/30/00,1600,40493
08/30/00,1700,40696
08/30/00,1800,40179
08/30/00,1900,39251
08/30/00,2000,38781
08/30/00,2100,39548
08/30/00,2200,38216
08/30/00,2300,35194
08/30/00,2400,32180
08/29/00,100,28424
08/29/00,200,26787
08/29/00,300,25952
08/29/00,400,25506
08/29/00,500,25626
08/29/00,600,27195
08/29/00,700,30444
08/29/00,800,32807
08/29/00,900,34544
08/29/00,1000,35758
08/29/00,1100,37088
08/29/00,1200,37893
08/29/00,1300,38183
08/29/00,1400,38413
08/29/00,1500,38372
08/29/00,1600,38056
08/29/00,1700,37884
08/29/00,1800,37529
08/29/00,1900,36537
08/29/00,2000,36159
08/29/00,2100,36745
08/29/00,2200,35335
08/29/00,2300,32581
08/29/00,2400,29786
08/28/00,100,26910
08/28/00,200,25573
08/28/00,300,24822
08/28/00,400,24480
08/28/00,500,24653
08/28/00,600,26300
08/28/00,700,29350
08/28/00,800,31779
08/28/00,900,34164
08/28/00,1000,36039
08/28/00,1100,37649
08/28/00,1200,38694
08/28/00,1300,39474
08/28/00,1400,40099
08/28/00,1500,40287
08/28/00,1600,40282
08/28/00,1700,40311
08/28/00,1800,39993
08/28/00,1900,38874
08/28/00,2000,37786
08/28/00,2100,38561
08/28/00,2200,36989
08/28/00,2300,33878
08/28/00,2400,30971
08/27/00,100,26430
08/27/00,200,26562
08/27/00,300,25036
08/27/00,400,22545
08/27/00,500,22871
08/27/00,600,23213
08/27/00,700,23437
08/27/00,800,23465
08/27/00,900,25673
08/27/00,1000,28282
08/27/00,1100,30441
08/27/00,1200,31972
08/27/00,1300,33300
08/27/00,1400,33989
08/27/00,1500,34239
08/27/00,1600,34766
08/27/00,1700,35058
08/27/00,1800,35183
08/27/00,1900,34539
08/27/00,2000,34153
08/27/00,2100,34720
08/27/00,2200,33561
08/27/00,2300,31321
08/27/00,2400,28980
08/26/00,100,26025
08/26/00,200,24436
08/26/00,300,23238
08/26/00,400,22535
08/26/00,500,22225
08/26/00,600,22547
08/26/00,700,23123
08/26/00,800,24411
08/26/00,900,27105
08/26/00,1000,29575
08/26/00,1100,31658
08/26/00,1200,32821
08/26/00,1300,33516
08/26/00,1400,34025
08/26/00,1500,34195
08/26/00,1600,34332
08/26/00,1700,34772
08/26/00,1800,34564
08/26/00,1900,33795
08/26/00,2000,32890
08/26/00,2100,33448
08/26/00,2200,32465
08/26/00,2300,30266
08/26/00,2400,28256
08/25/00,100,27568
08/25/00,200,25904
08/25/00,300,24780
08/25/00,400,24094
08/25/00,500,24140
08/25/00,600,25359
08/25/00,700,27427
08/25/00,800,29947
08/25/00,900,32223
08/25/00,1000,34315
08/25/00,1100,35748
08/25/00,1200,37160
08/25/00,1300,37602
08/25/00,1400,38253
08/25/00,1500,38683
08/25/00,1600,38675
08/25/00,1700,38860
08/25/00,1800,38350
08/25/00,1900,36769
08/25/00,2000,35183
08/25/00,2100,35167
08/25/00,2200,33892
08/25/00,2300,31320
08/25/00,2400,28457
08/24/00,100,26781
08/24/00,200,25346
08/24/00,300,24557
08/24/00,400,23959
08/24/00,500,24160
08/24/00,600,25669
08/24/00,700,28311
08/24/00,800,30564
08/24/00,900,32805
08/24/00,1000,34700
08/24/00,1100,35665
08/24/00,1200,37323
08/24/00,1300,37997
08/24/00,1400,38980
08/24/00,1500,39490
08/24/00,1600,39724
08/24/00,1700,39738
08/24/00,1800,39271
08/24/00,1900,38107
08/24/00,2000,37065
08/24/00,2100,37596
08/24/00,2200,36260
08/24/00,2300,33359
08/24/00,2400,30212
08/23/00,100,25448
08/23/00,200,23956
08/23/00,300,23163
08/23/00,400,22763
08/23/00,500,22954
08/23/00,600,24405
08/23/00,700,26690
08/23/00,800,29170
08/23/00,900,31229
08/23/00,1000,32885
08/23/00,1100,34144
08/23/00,1200,34626
08/23/00,1300,35097
08/23/00,1400,35360
08/23/00,1500,35246
08/23/00,1600,35363
08/23/00,1700,35019
08/23/00,1800,34884
08/23/00,1900,34438
08/23/00,2000,34134
08/23/00,2100,34809
08/23/00,2200,33570
08/23/00,2300,31657
08/23/00,2400,29227
08/22/00,100,24047
08/22/00,200,22554
08/22/00,300,21897
08/22/00,400,21577
08/22/00,500,21780
08/22/00,600,23155
08/22/00,700,25496
08/22/00,800,27904
08/22/00,900,29989
08/22/00,1000,31595
08/22/00,1100,32977
08/22/00,1200,33910
08/22/00,1300,34948
08/22/00,1400,35132
08/22/00,1500,35579
08/22/00,1600,35824
08/22/00,1700,35780
08/22/00,1800,35595
08/22/00,1900,34408
08/22/00,2000,33472
08/22/00,2100,34475
08/22/00,2200,33173
08/22/00,2300,30494
08/22/00,2400,27553
08/21/00,100,22577
08/21/00,200,21383
08/21/00,300,20841
08/21/00,400,20596
08/21/00,500,20983
08/21/00,600,22364
08/21/00,700,24556
08/21/00,800,26936
08/21/00,900,29248
08/21/00,1000,30662
08/21/00,1100,31996
08/21/00,1200,32830
08/21/00,1300,33166
08/21/00,1400,33532
08/21/00,1500,33759
08/21/00,1600,34018
08/21/00,1700,34194
08/21/00,1800,34077
08/21/00,1900,33130
08/21/00,2000,32046
08/21/00,2100,32972
08/21/00,2200,31753
08/21/00,2300,29035
08/21/00,2400,26206
08/20/00,100,23173
08/20/00,200,21703
08/20/00,300,20871
08/20/00,400,20359
08/20/00,500,19996
08/20/00,600,20250
08/20/00,700,20295
08/20/00,800,21128
08/20/00,900,22987
08/20/00,1000,24777
08/20/00,1100,25848
08/20/00,1200,26636
08/20/00,1300,26979
08/20/00,1400,27078
08/20/00,1500,27126
08/20/00,1600,27330
08/20/00,1700,27782
08/20/00,1800,28121
08/20/00,1900,27889
08/20/00,2000,27382
08/20/00,2100,28710
08/20/00,2200,28289
08/20/00,2300,26319
08/20/00,2400,24250
08/19/00,100,24027
08/19/00,200,22719
08/19/00,300,21721
08/19/00,400,21225
08/19/00,500,21031
08/19/00,600,21429
08/19/00,700,21977
08/19/00,800,23432
08/19/00,900,26091
08/19/00,1000,28070
08/19/00,1100,29154
08/19/00,1200,29608
08/19/00,1300,29891
08/19/00,1400,29727
08/19/00,1500,29578
08/19/00,1600,29568
08/19/00,1700,29762
08/19/00,1800,29830
08/19/00,1900,29298
08/19/00,2000,28613
08/19/00,2100,29465
08/19/00,2200,28778
08/19/00,2300,27178
08/19/00,2400,25101
08/18/00,100,26203
08/18/00,200,24676
08/18/00,300,23907
08/18/00,400,23435
08/18/00,500,23637
08/18/00,600,24986
08/18/00,700,27407
08/18/00,800,29585
08/18/00,900,31624
08/18/00,1000,32885
08/18/00,1100,33724
08/18/00,1200,34000
08/18/00,1300,34036
08/18/00,1400,33861
08/18/00,1500,33687
08/18/00,1600,33221
08/18/00,1700,32864
08/18/00,1800,32301
08/18/00,1900,31579
08/18/00,2000,31240
08/18/00,2100,31623
08/18/00,2200,30732
08/18/00,2300,28568
08/18/00,2400,26210
08/17/00,100,27221
08/17/00,200,25464
08/17/00,300,24420
08/17/00,400,23659
08/17/00,500,23811
08/17/00,600,25001
08/17/00,700,27108
08/17/00,800,29585
08/17/00,900,31765
08/17/00,1000,33307
08/17/00,1100,34550
08/17/00,1200,35344
08/17/00,1300,35784
08/17/00,1400,36299
08/17/00,1500,36573
08/17/00,1600,36509
08/17/00,1700,36111
08/17/00,1800,35225
08/17/00,1900,34291
08/17/00,2000,33708
08/17/00,2100,34430
08/17/00,2200,33483
08/17/00,2300,30968
08/17/00,2400,28625
08/16/00,100,29133
08/16/00,200,27412
08/16/00,300,26386
08/16/00,400,25943
08/16/00,500,26128
08/16/00,600,27530
08/16/00,700,30032
08/16/00,800,32558
08/16/00,900,35097
08/16/00,1000,37650
08/16/00,1100,39961
08/16/00,1200,41218
08/16/00,1300,41853
08/16/00,1400,42500
08/16/00,1500,42686
08/16/00,1600,42551
08/16/00,1700,42441
08/16/00,1800,41611
